YYYYMM,Value,Description,Unit
197702,1869.527,Total Energy Consumed by the Residential Sector,Trillion Btu
197703,1441.002,Total Energy Consumed by the Residential Sector,Trillion Btu
197704,1132.077,Total Energy Consumed by the Residential Sector,Trillion Btu
197705,979.115,Total Energy Consumed by the Residential Sector,Trillion Btu
197706,971.294,Total Energy Consumed by the Residential Sector,Trillion Btu
197707,1084.85,Total Energy Consumed by the Residential Sector,Trillion Btu
197708,1065.597,Total Energy Consumed by the Residential Sector,Trillion Btu
197709,974.452,Total Energy Consumed by the Residential Sector,Trillion Btu
197710,1018.153,Total Energy Consumed by the Residential Sector,Trillion Btu
197711,1173.632,Total Energy Consumed by the Residential Sector,Trillion Btu
197712,1708.154,Total Energy Consumed by the Residential Sector,Trillion Btu
197801,2000.053,Total Energy Consumed by the Residential Sector,Trillion Btu
197802,1924.551,Total Energy Consumed by the Residential Sector,Trillion Btu
197803,1696.087,Total Energy Consumed by the Residential Sector,Trillion Btu
197804,1206.671,Total Energy Consumed by the Residential Sector,Trillion Btu
197805,1081.209,Total Energy Consumed by the Residential Sector,Trillion Btu
197806,1006.572,Total Energy Consumed by the Residential Sector,Trillion Btu
197807,1091.233,Total Energy Consumed by the Residential Sector,Trillion Btu
197808,1118.362,Total Energy Consumed by the Residential Sector,Trillion Btu
197809,1037.052,Total Energy Consumed by the Residential Sector,Trillion Btu
197810,1050.203,Total Energy Consumed by the Residential Sector,Trillion Btu
197811,1223.173,Total Energy Consumed by the Residential Sector,Trillion Btu
197812,1692.701,Total Energy Consumed by the Residential Sector,Trillion Btu
197901,2087.712,Total Energy Consumed by the Residential Sector,Trillion Btu
197902,1987.811,Total Energy Consumed by the Residential Sector,Trillion Btu
197903,1608.938,Total Energy Consumed by the Residential Sector,Trillion Btu
197904,1240.043,Total Energy Consumed by the Residential Sector,Trillion Btu
197905,1030.974,Total Energy Consumed by the Residential Sector,Trillion Btu
197906,956.854,Total Energy Consumed by the Residential Sector,Trillion Btu
197907,1038.818,Total Energy Consumed by the Residential Sector,Trillion Btu
197908,1087.877,Total Energy Consumed by the Residential Sector,Trillion Btu
197909,973.422,Total Energy Consumed by the Residential Sector,Trillion Btu
197910,1016.045,Total Energy Consumed by the Residential Sector,Trillion Btu
197911,1205.234,Total Energy Consumed by the Residential Sector,Trillion Btu
197912,1576.952,Total Energy Consumed by the Residential Sector,Trillion Btu
198001,1826.947,Total Energy Consumed by the Residential Sector,Trillion Btu
198002,1779.042,Total Energy Consumed by the Residential Sector,Trillion Btu
198003,1603.835,Total Energy Consumed by the Residential Sector,Trillion Btu
198004,1209.233,Total Energy Consumed by the Residential Sector,Trillion Btu
198005,1016.289,Total Energy Consumed by the Residential Sector,Trillion Btu
198006,1003.445,Total Energy Consumed by the Residential Sector,Trillion Btu
198007,1163.408,Total Energy Consumed by the Residential Sector,Trillion Btu
198008,1168.734,Total Energy Consumed by the Residential Sector,Trillion Btu
198009,1041.657,Total Energy Consumed by the Residential Sector,Trillion Btu
198010,1043.756,Total Energy Consumed by the Residential Sector,Trillion Btu
198011,1226.25,Total Energy Consumed by the Residential Sector,Trillion Btu
198012,1670.298,Total Energy Consumed by the Residential Sector,Trillion Btu
198101,2014.965,Total Energy Consumed by the Residential Sector,Trillion Btu
198102,1683.398,Total Energy Consumed by the Residential Sector,Trillion Btu
198103,1440.933,Total Energy Consumed by the Residential Sector,Trillion Btu
198104,1108.806,Total Energy Consumed by the Residential Sector,Trillion Btu
198105,996.568,Total Energy Consumed by the Residential Sector,Trillion Btu
198106,1011.218,Total Energy Consumed by the Residential Sector,Trillion Btu
198107,1125.714,Total Energy Consumed by the Residential Sector,Trillion Btu
198108,1086.1,Total Energy Consumed by the Residential Sector,Trillion Btu
198109,951.551,Total Energy Consumed by the Residential Sector,Trillion Btu
198110,1049.961,Total Energy Consumed by the Residential Sector,Trillion Btu
198111,1180.761,Total Energy Consumed by the Residential Sector,Trillion Btu
198112,1605.626,Total Energy Consumed by the Residential Sector,Trillion Btu
198201,2037.891,Total Energy Consumed by the Residential Sector,Trillion Btu
198202,1742.925,Total Energy Consumed by the Residential Sector,Trillion Btu
198203,1533.826,Total Energy Consumed by the Residential Sector,Trillion Btu
198204,1294.481,Total Energy Consumed by the Residential Sector,Trillion Btu
198205,1009.215,Total Energy Consumed by the Residential Sector,Trillion Btu
198206,968.998,Total Energy Consumed by the Residential Sector,Trillion Btu
198207,1104.857,Total Energy Consumed by the Residential Sector,Trillion Btu
198208,1099.316,Total Energy Consumed by the Residential Sector,Trillion Btu
198209,1022.053,Total Energy Consumed by the Residential Sector,Trillion Btu
198210,1005.641,Total Energy Consumed by the Residential Sector,Trillion Btu
198211,1168.342,Total Energy Consumed by the Residential Sector,Trillion Btu
198212,1539.935,Total Energy Consumed by the Residential Sector,Trillion Btu
198301,1922.144,Total Energy Consumed by the Residential Sector,Trillion Btu
198302,1580.016,Total Energy Consumed by the Residential Sector,Trillion Btu
198303,1490.168,Total Energy Consumed by the Residential Sector,Trillion Btu
198304,1273.99,Total Energy Consumed by the Residential Sector,Trillion Btu
198305,1034.261,Total Energy Consumed by the Residential Sector,Trillion Btu
198306,978.628,Total Energy Consumed by the Residential Sector,Trillion Btu
198307,1141.32,Total Energy Consumed by the Residential Sector,Trillion Btu
198308,1213.98,Total Energy Consumed by the Residential Sector,Trillion Btu
198309,1056.284,Total Energy Consumed by the Residential Sector,Trillion Btu
198310,976.307,Total Energy Consumed by the Residential Sector,Trillion Btu
198311,1130.908,Total Energy Consumed by the Residential Sector,Trillion Btu
198312,1625.005,Total Energy Consumed by the Residential Sector,Trillion Btu
198401,2129.572,Total Energy Consumed by the Residential Sector,Trillion Btu
198402,1675.856,Total Energy Consumed by the Residential Sector,Trillion Btu
198403,1589.806,Total Energy Consumed by the Residential Sector,Trillion Btu
198404,1291.656,Total Energy Consumed by the Residential Sector,Trillion Btu
198405,1108.134,Total Energy Consumed by the Residential Sector,Trillion Btu
198406,1052.346,Total Energy Consumed by the Residential Sector,Trillion Btu
198407,1132.58,Total Energy Consumed by the Residential Sector,Trillion Btu
198408,1168.674,Total Energy Consumed by the Residential Sector,Trillion Btu
198409,1028.098,Total Energy Consumed by the Residential Sector,Trillion Btu
198410,1008.054,Total Energy Consumed by the Residential Sector,Trillion Btu
198411,1187.911,Total Energy Consumed by the Residential Sector,Trillion Btu
198412,1582.196,Total Energy Consumed by the Residential Sector,Trillion Btu
198501,1953.435,Total Energy Consumed by the Residential Sector,Trillion Btu
198502,1913.52,Total Energy Consumed by the Residential Sector,Trillion Btu
198503,1516.21,Total Energy Consumed by the Residential Sector,Trillion Btu
198504,1206.396,Total Energy Consumed by the Residential Sector,Trillion Btu
198505,1014.664,Total Energy Consumed by the Residential Sector,Trillion Btu
198506,1035.519,Total Energy Consumed by the Residential Sector,Trillion Btu
198507,1149.519,Total Energy Consumed by the Residential Sector,Trillion Btu
198508,1156.849,Total Energy Consumed by the Residential Sector,Trillion Btu
198509,1064.453,Total Energy Consumed by the Residential Sector,Trillion Btu
198510,1055.261,Total Energy Consumed by the Residential Sector,Trillion Btu
198511,1180.795,Total Energy Consumed by the Residential Sector,Trillion Btu
198512,1795.12,Total Energy Consumed by the Residential Sector,Trillion Btu
198601,1981.74,Total Energy Consumed by the Residential Sector,Trillion Btu
198602,1684.176,Total Energy Consumed by the Residential Sector,Trillion Btu
198603,1539.834,Total Energy Consumed by the Residential Sector,Trillion Btu
198604,1180.938,Total Energy Consumed by the Residential Sector,Trillion Btu
198605,1057.117,Total Energy Consumed by the Residential Sector,Trillion Btu
198606,1057.373,Total Energy Consumed by the Residential Sector,Trillion Btu
198607,1249.832,Total Energy Consumed by the Residential Sector,Trillion Btu
198608,1187.564,Total Energy Consumed by the Residential Sector,Trillion Btu
198609,1049.093,Total Energy Consumed by the Residential Sector,Trillion Btu
198610,1078.56,Total Energy Consumed by the Residential Sector,Trillion Btu
198611,1229.547,Total Energy Consumed by the Residential Sector,Trillion Btu
198612,1675.117,Total Energy Consumed by the Residential Sector,Trillion Btu
198701,1931.481,Total Energy Consumed by the Residential Sector,Trillion Btu
198702,1681.156,Total Energy Consumed by the Residential Sector,Trillion Btu
198703,1554.99,Total Energy Consumed by the Residential Sector,Trillion Btu
198704,1250.069,Total Energy Consumed by the Residential Sector,Trillion Btu
198705,1079.592,Total Energy Consumed by the Residential Sector,Trillion Btu
198706,1112.209,Total Energy Consumed by the Residential Sector,Trillion Btu
198707,1268.777,Total Energy Consumed by the Residential Sector,Trillion Btu
198708,1271.368,Total Energy Consumed by the Residential Sector,Trillion Btu
198709,1079.85,Total Energy Consumed by the Residential Sector,Trillion Btu
198710,1104.985,Total Energy Consumed by the Residential Sector,Trillion Btu
198711,1243.133,Total Energy Consumed by the Residential Sector,Trillion Btu
198712,1686.844,Total Energy Consumed by the Residential Sector,Trillion Btu
198801,2133.93,Total Energy Consumed by the Residential Sector,Trillion Btu
198802,1859.792,Total Energy Consumed by the Residential Sector,Trillion Btu
198803,1630.123,Total Energy Consumed by the Residential Sector,Trillion Btu
198804,1260.376,Total Energy Consumed by the Residential Sector,Trillion Btu
198805,1108.817,Total Energy Consumed by the Residential Sector,Trillion Btu
198806,1121.331,Total Energy Consumed by the Residential Sector,Trillion Btu
198807,1312.656,Total Energy Consumed by the Residential Sector,Trillion Btu
198808,1373.343,Total Energy Consumed by the Residential Sector,Trillion Btu
198809,1116.235,Total Energy Consumed by the Residential Sector,Trillion Btu
198810,1134.134,Total Energy Consumed by the Residential Sector,Trillion Btu
198811,1317.127,Total Energy Consumed by the Residential Sector,Trillion Btu
198812,1765.873,Total Energy Consumed by the Residential Sector,Trillion Btu
198901,1973.644,Total Energy Consumed by the Residential Sector,Trillion Btu
198902,1848.448,Total Energy Consumed by the Residential Sector,Trillion Btu
198903,1771.925,Total Energy Consumed by the Residential Sector,Trillion Btu
198904,1340.074,Total Energy Consumed by the Residential Sector,Trillion Btu
198905,1174.911,Total Energy Consumed by the Residential Sector,Trillion Btu
198906,1175.322,Total Energy Consumed by the Residential Sector,Trillion Btu
198907,1320.879,Total Energy Consumed by the Residential Sector,Trillion Btu
198908,1320.175,Total Energy Consumed by the Residential Sector,Trillion Btu
198909,1181.204,Total Energy Consumed by the Residential Sector,Trillion Btu
198910,1183.524,Total Energy Consumed by the Residential Sector,Trillion Btu
198911,1382.059,Total Energy Consumed by the Residential Sector,Trillion Btu
198912,2118.194,Total Energy Consumed by the Residential Sector,Trillion Btu
199001,2018.086,Total Energy Consumed by the Residential Sector,Trillion Btu
199002,1639.671,Total Energy Consumed by the Residential Sector,Trillion Btu
199003,1558.741,Total Energy Consumed by the Residential Sector,Trillion Btu
199004,1299.575,Total Energy Consumed by the Residential Sector,Trillion Btu
199005,1143.17,Total Energy Consumed by the Residential Sector,Trillion Btu
199006,1195.523,Total Energy Consumed by the Residential Sector,Trillion Btu
199007,1335.105,Total Energy Consumed by the Residential Sector,Trillion Btu
199008,1323.485,Total Energy Consumed by the Residential Sector,Trillion Btu
199009,1214.831,Total Energy Consumed by the Residential Sector,Trillion Btu
199010,1160.903,Total Energy Consumed by the Residential Sector,Trillion Btu
199011,1291.366,Total Energy Consumed by the Residential Sector,Trillion Btu
199012,1751.413,Total Energy Consumed by the Residential Sector,Trillion Btu
199101,2137.647,Total Energy Consumed by the Residential Sector,Trillion Btu
199102,1686.339,Total Energy Consumed by the Residential Sector,Trillion Btu
199103,1599.772,Total Energy Consumed by the Residential Sector,Trillion Btu
199104,1269.986,Total Energy Consumed by the Residential Sector,Trillion Btu
199105,1183.085,Total Energy Consumed by the Residential Sector,Trillion Btu
199106,1229.184,Total Energy Consumed by the Residential Sector,Trillion Btu
199107,1389.099,Total Energy Consumed by the Residential Sector,Trillion Btu
199108,1341.414,Total Energy Consumed by the Residential Sector,Trillion Btu
199109,1184.323,Total Energy Consumed by the Residential Sector,Trillion Btu
199110,1163.822,Total Energy Consumed by the Residential Sector,Trillion Btu
199111,1436.683,Total Energy Consumed by the Residential Sector,Trillion Btu
199112,1797.721,Total Energy Consumed by the Residential Sector,Trillion Btu
199201,2043.664,Total Energy Consumed by the Residential Sector,Trillion Btu
199202,1768.798,Total Energy Consumed by the Residential Sector,Trillion Btu
199203,1598.684,Total Energy Consumed by the Residential Sector,Trillion Btu
199204,1356.808,Total Energy Consumed by the Residential Sector,Trillion Btu
199205,1144.439,Total Energy Consumed by the Residential Sector,Trillion Btu
199206,1136.537,Total Energy Consumed by the Residential Sector,Trillion Btu
199207,1326.188,Total Energy Consumed by the Residential Sector,Trillion Btu
199208,1270.478,Total Energy Consumed by the Residential Sector,Trillion Btu
199209,1175.695,Total Energy Consumed by the Residential Sector,Trillion Btu
199210,1177.479,Total Energy Consumed by the Residential Sector,Trillion Btu
199211,1411.944,Total Energy Consumed by the Residential Sector,Trillion Btu
199212,1945.773,Total Energy Consumed by the Residential Sector,Trillion Btu
199301,2097.492,Total Energy Consumed by the Residential Sector,Trillion Btu
199302,1869.897,Total Energy Consumed by the Residential Sector,Trillion Btu
199303,1840.296,Total Energy Consumed by the Residential Sector,Trillion Btu
199304,1381.568,Total Energy Consumed by the Residential Sector,Trillion Btu
199305,1122.324,Total Energy Consumed by the Residential Sector,Trillion Btu
199306,1210.467,Total Energy Consumed by the Residential Sector,Trillion Btu
199307,1467.885,Total Energy Consumed by the Residential Sector,Trillion Btu
199308,1455.698,Total Energy Consumed by the Residential Sector,Trillion Btu
199309,1230.303,Total Energy Consumed by the Residential Sector,Trillion Btu
199310,1188.637,Total Energy Consumed by the Residential Sector,Trillion Btu
199311,1448.114,Total Energy Consumed by the Residential Sector,Trillion Btu
199312,1900.925,Total Energy Consumed by the Residential Sector,Trillion Btu
199401,2341.904,Total Energy Consumed by the Residential Sector,Trillion Btu
199402,1982.767,Total Energy Consumed by the Residential Sector,Trillion Btu
199403,1708.91,Total Energy Consumed by the Residential Sector,Trillion Btu
199404,1308.67,Total Energy Consumed by the Residential Sector,Trillion Btu
199405,1168.493,Total Energy Consumed by the Residential Sector,Trillion Btu
199406,1280.656,Total Energy Consumed by the Residential Sector,Trillion Btu
199407,1441.037,Total Energy Consumed by the Residential Sector,Trillion Btu
199408,1371.345,Total Energy Consumed by the Residential Sector,Trillion Btu
199409,1178.574,Total Energy Consumed by the Residential Sector,Trillion Btu
199410,1169.459,Total Energy Consumed by the Residential Sector,Trillion Btu
199411,1353.297,Total Energy Consumed by the Residential Sector,Trillion Btu
199412,1802.854,Total Energy Consumed by the Residential Sector,Trillion Btu
199501,2087.71,Total Energy Consumed by the Residential Sector,Trillion Btu
199502,1867.027,Total Energy Consumed by the Residential Sector,Trillion Btu
199503,1659.635,Total Energy Consumed by the Residential Sector,Trillion Btu
199504,1337.888,Total Energy Consumed by the Residential Sector,Trillion Btu
199505,1216.793,Total Energy Consumed by the Residential Sector,Trillion Btu
199506,1256.587,Total Energy Consumed by the Residential Sector,Trillion Btu
199507,1494.524,Total Energy Consumed by the Residential Sector,Trillion Btu
199508,1593.848,Total Energy Consumed by the Residential Sector,Trillion Btu
199509,1264.351,Total Energy Consumed by the Residential Sector,Trillion Btu
199510,1193.992,Total Energy Consumed by the Residential Sector,Trillion Btu
199511,1525.024,Total Energy Consumed by the Residential Sector,Trillion Btu
199512,2025.096,Total Energy Consumed by the Residential Sector,Trillion Btu
199601,2360.113,Total Energy Consumed by the Residential Sector,Trillion Btu
199602,2074.385,Total Energy Consumed by the Residential Sector,Trillion Btu
199603,1867.533,Total Energy Consumed by the Residential Sector,Trillion Btu
199604,1457.257,Total Energy Consumed by the Residential Sector,Trillion Btu
199605,1307.598,Total Energy Consumed by the Residential Sector,Trillion Btu
199606,1352.374,Total Energy Consumed by the Residential Sector,Trillion Btu
199607,1498.558,Total Energy Consumed by the Residential Sector,Trillion Btu
199608,1472.285,Total Energy Consumed by the Residential Sector,Trillion Btu
199609,1265.879,Total Energy Consumed by the Residential Sector,Trillion Btu
199610,1251.343,Total Energy Consumed by the Residential Sector,Trillion Btu
199611,1585.844,Total Energy Consumed by the Residential Sector,Trillion Btu
199612,2003.324,Total Energy Consumed by the Residential Sector,Trillion Btu
199701,2297.663,Total Energy Consumed by the Residential Sector,Trillion Btu
199702,1880.265,Total Energy Consumed by the Residential Sector,Trillion Btu
199703,1693.385,Total Energy Consumed by the Residential Sector,Trillion Btu
199704,1388.353,Total Energy Consumed by the Residential Sector,Trillion Btu
199705,1243.872,Total Energy Consumed by the Residential Sector,Trillion Btu
199706,1268.436,Total Energy Consumed by the Residential Sector,Trillion Btu
199707,1556.227,Total Energy Consumed by the Residential Sector,Trillion Btu
199708,1485.087,Total Energy Consumed by the Residential Sector,Trillion Btu
199709,1299.844,Total Energy Consumed by the Residential Sector,Trillion Btu
199710,1297.096,Total Energy Consumed by the Residential Sector,Trillion Btu
199711,1543.166,Total Energy Consumed by the Residential Sector,Trillion Btu
199712,2008.955,Total Energy Consumed by the Residential Sector,Trillion Btu
199801,2130.876,Total Energy Consumed by the Residential Sector,Trillion Btu
199802,1770.686,Total Energy Consumed by the Residential Sector,Trillion Btu
199803,1793.397,Total Energy Consumed by the Residential Sector,Trillion Btu
199804,1362.054,Total Energy Consumed by the Residential Sector,Trillion Btu
199805,1286.09,Total Energy Consumed by the Residential Sector,Trillion Btu
199806,1439.549,Total Energy Consumed by the Residential Sector,Trillion Btu
199807,1679.462,Total Energy Consumed by the Residential Sector,Trillion Btu
199808,1616.22,Total Energy Consumed by the Residential Sector,Trillion Btu
199809,1393.639,Total Energy Consumed by the Residential Sector,Trillion Btu
199810,1282.377,Total Energy Consumed by the Residential Sector,Trillion Btu
199811,1372.225,Total Energy Consumed by the Residential Sector,Trillion Btu
199812,1833.041,Total Energy Consumed by the Residential Sector,Trillion Btu
199901,2368.786,Total Energy Consumed by the Residential Sector,Trillion Btu
199902,1829.531,Total Energy Consumed by the Residential Sector,Trillion Btu
199903,1879.336,Total Energy Consumed by the Residential Sector,Trillion Btu
199904,1450.178,Total Energy Consumed by the Residential Sector,Trillion Btu
199905,1288.428,Total Energy Consumed by the Residential Sector,Trillion Btu
199906,1411.658,Total Energy Consumed by the Residential Sector,Trillion Btu
199907,1711.605,Total Energy Consumed by the Residential Sector,Trillion Btu
199908,1675.504,Total Energy Consumed by the Residential Sector,Trillion Btu
199909,1364.217,Total Energy Consumed by the Residential Sector,Trillion Btu
199910,1281.494,Total Energy Consumed by the Residential Sector,Trillion Btu
199911,1386.027,Total Energy Consumed by the Residential Sector,Trillion Btu
199912,1912.211,Total Energy Consumed by the Residential Sector,Trillion Btu
200001,2347.879,Total Energy Consumed by the Residential Sector,Trillion Btu
200002,2050.595,Total Energy Consumed by the Residential Sector,Trillion Btu
200003,1707.398,Total Energy Consumed by the Residential Sector,Trillion Btu
200004,1429.03,Total Energy Consumed by the Residential Sector,Trillion Btu
200005,1381.628,Total Energy Consumed by the Residential Sector,Trillion Btu
200006,1481.236,Total Energy Consumed by the Residential Sector,Trillion Btu
200007,1627.582,Total Energy Consumed by the Residential Sector,Trillion Btu
200008,1679.841,Total Energy Consumed by the Residential Sector,Trillion Btu
200009,1412.7,Total Energy Consumed by the Residential Sector,Trillion Btu
200010,1326.809,Total Energy Consumed by the Residential Sector,Trillion Btu
200011,1580.542,Total Energy Consumed by the Residential Sector,Trillion Btu
200012,2389.091,Total Energy Consumed by the Residential Sector,Trillion Btu
200101,2566.678,Total Energy Consumed by the Residential Sector,Trillion Btu
200102,2014.719,Total Energy Consumed by the Residential Sector,Trillion Btu
200103,1915.611,Total Energy Consumed by the Residential Sector,Trillion Btu
200104,1466.15,Total Energy Consumed by the Residential Sector,Trillion Btu
200105,1282.632,Total Energy Consumed by the Residential Sector,Trillion Btu
200106,1413.452,Total Energy Consumed by the Residential Sector,Trillion Btu
200107,1643.544,Total Energy Consumed by the Residential Sector,Trillion Btu
200108,1711.555,Total Energy Consumed by the Residential Sector,Trillion Btu
200109,1369.803,Total Energy Consumed by the Residential Sector,Trillion Btu
200110,1330.913,Total Energy Consumed by the Residential Sector,Trillion Btu
200111,1416.505,Total Energy Consumed by the Residential Sector,Trillion Btu
200112,1899.668,Total Energy Consumed by the Residential Sector,Trillion Btu
200201,2293.562,Total Energy Consumed by the Residential Sector,Trillion Btu
200202,1915.636,Total Energy Consumed by the Residential Sector,Trillion Btu
200203,1904.414,Total Energy Consumed by the Residential Sector,Trillion Btu
200204,1507.436,Total Energy Consumed by the Residential Sector,Trillion Btu
200205,1386.234,Total Energy Consumed by the Residential Sector,Trillion Btu
200206,1517.187,Total Energy Consumed by the Residential Sector,Trillion Btu
200207,1768.537,Total Energy Consumed by the Residential Sector,Trillion Btu
200208,1733.821,Total Energy Consumed by the Residential Sector,Trillion Btu
200209,1486.413,Total Energy Consumed by the Residential Sector,Trillion Btu
200210,1422.738,Total Energy Consumed by the Residential Sector,Trillion Btu
200211,1642.827,Total Energy Consumed by the Residential Sector,Trillion Btu
200212,2205.682,Total Energy Consumed by the Residential Sector,Trillion Btu
200301,2568.58,Total Energy Consumed by the Residential Sector,Trillion Btu
200302,2253.935,Total Energy Consumed by the Residential Sector,Trillion Btu
200303,1956.303,Total Energy Consumed by the Residential Sector,Trillion Btu
200304,1489.746,Total Energy Consumed by the Residential Sector,Trillion Btu
200305,1385.594,Total Energy Consumed by the Residential Sector,Trillion Btu
200306,1428.221,Total Energy Consumed by the Residential Sector,Trillion Btu
200307,1711.138,Total Energy Consumed by the Residential Sector,Trillion Btu
200308,1737.115,Total Energy Consumed by the Residential Sector,Trillion Btu
200309,1463.506,Total Energy Consumed by the Residential Sector,Trillion Btu
200310,1366.602,Total Energy Consumed by the Residential Sector,Trillion Btu
200311,1543.616,Total Energy Consumed by the Residential Sector,Trillion Btu
200312,2209.085,Total Energy Consumed by the Residential Sector,Trillion Btu
200401,2596.092,Total Energy Consumed by the Residential Sector,Trillion Btu
200402,2266.846,Total Energy Consumed by the Residential Sector,Trillion Btu
200403,1840.014,Total Energy Consumed by the Residential Sector,Trillion Btu
200404,1457.74,Total Energy Consumed by the Residential Sector,Trillion Btu
200405,1395.149,Total Energy Consumed by the Residential Sector,Trillion Btu
200406,1517.292,Total Energy Consumed by the Residential Sector,Trillion Btu
200407,1697.953,Total Energy Consumed by the Residential Sector,Trillion Btu
200408,1649.098,Total Energy Consumed by the Residential Sector,Trillion Btu
200409,1464.607,Total Energy Consumed by the Residential Sector,Trillion Btu
200410,1391.775,Total Energy Consumed by the Residential Sector,Trillion Btu
200411,1565.647,Total Energy Consumed by the Residential Sector,Trillion Btu
200412,2237.627,Total Energy Consumed by the Residential Sector,Trillion Btu
200501,2494.866,Total Energy Consumed by the Residential Sector,Trillion Btu
200502,2075.178,Total Energy Consumed by the Residential Sector,Trillion Btu
200503,1997.098,Total Energy Consumed by the Residential Sector,Trillion Btu
200504,1462.781,Total Energy Consumed by the Residential Sector,Trillion Btu
200505,1385.324,Total Energy Consumed by the Residential Sector,Trillion Btu
200506,1593.954,Total Energy Consumed by the Residential Sector,Trillion Btu
200507,1869.966,Total Energy Consumed by the Residential Sector,Trillion Btu
200508,1867.102,Total Energy Consumed by the Residential Sector,Trillion Btu
200509,1567.292,Total Energy Consumed by the Residential Sector,Trillion Btu
200510,1429.713,Total Energy Consumed by the Residential Sector,Trillion Btu
200511,1550.589,Total Energy Consumed by the Residential Sector,Trillion Btu
200512,2320.494,Total Energy Consumed by the Residential Sector,Trillion Btu
200601,2172.18,Total Energy Consumed by the Residential Sector,Trillion Btu
200602,2001.033,Total Energy Consumed by the Residential Sector,Trillion Btu
200603,1924.314,Total Energy Consumed by the Residential Sector,Trillion Btu
200604,1459.097,Total Energy Consumed by the Residential Sector,Trillion Btu
200605,1385.742,Total Energy Consumed by the Residential Sector,Trillion Btu
200606,1565.753,Total Energy Consumed by the Residential Sector,Trillion Btu
200607,1858.418,Total Energy Consumed by the Residential Sector,Trillion Btu
200608,1842.57,Total Energy Consumed by the Residential Sector,Trillion Btu
200609,1427.789,Total Energy Consumed by the Residential Sector,Trillion Btu
200610,1398.74,Total Energy Consumed by the Residential Sector,Trillion Btu
200611,1583.766,Total Energy Consumed by the Residential Sector,Trillion Btu
200612,2049.807,Total Energy Consumed by the Residential Sector,Trillion Btu
200701,2369.767,Total Energy Consumed by the Residential Sector,Trillion Btu
200702,2359.35,Total Energy Consumed by the Residential Sector,Trillion Btu
200703,1924.626,Total Energy Consumed by the Residential Sector,Trillion Btu
200704,1510.795,Total Energy Consumed by the Residential Sector,Trillion Btu
200705,1392.517,Total Energy Consumed by the Residential Sector,Trillion Btu
200706,1538.861,Total Energy Consumed by the Residential Sector,Trillion Btu
200707,1749.418,Total Energy Consumed by the Residential Sector,Trillion Btu
200708,1885.484,Total Energy Consumed by the Residential Sector,Trillion Btu
200709,1564.356,Total Energy Consumed by the Residential Sector,Trillion Btu
200710,1400.858,Total Energy Consumed by the Residential Sector,Trillion Btu
200711,1594.15,Total Energy Consumed by the Residential Sector,Trillion Btu
200712,2231.842,Total Energy Consumed by the Residential Sector,Trillion Btu
200801,2544.298,Total Energy Consumed by the Residential Sector,Trillion Btu
200802,2262.703,Total Energy Consumed by the Residential Sector,Trillion Btu
200803,1991.719,Total Energy Consumed by the Residential Sector,Trillion Btu
200804,1523.56,Total Energy Consumed by the Residential Sector,Trillion Btu
200805,1385.156,Total Energy Consumed by the Residential Sector,Trillion Btu
200806,1622.87,Total Energy Consumed by the Residential Sector,Trillion Btu
200807,1812.691,Total Energy Consumed by the Residential Sector,Trillion Btu
200808,1731.061,Total Energy Consumed by the Residential Sector,Trillion Btu
200809,1439.599,Total Energy Consumed by the Residential Sector,Trillion Btu
200810,1375.96,Total Energy Consumed by the Residential Sector,Trillion Btu
200811,1629.656,Total Energy Consumed by the Residential Sector,Trillion Btu
200812,2349.998,Total Energy Consumed by the Residential Sector,Trillion Btu
200901,2608.312,Total Energy Consumed by the Residential Sector,Trillion Btu
200902,2099.054,Total Energy Consumed by the Residential Sector,Trillion Btu
200903,1895.839,Total Energy Consumed by the Residential Sector,Trillion Btu
200904,1504.001,Total Energy Consumed by the Residential Sector,Trillion Btu
200905,1367.352,Total Energy Consumed by the Residential Sector,Trillion Btu
200906,1521.46,Total Energy Consumed by the Residential Sector,Trillion Btu
200907,1705.408,Total Energy Consumed by the Residential Sector,Trillion Btu
200908,1711.819,Total Energy Consumed by the Residential Sector,Trillion Btu
200909,1417.51,Total Energy Consumed by the Residential Sector,Trillion Btu
200910,1411.702,Total Energy Consumed by the Residential Sector,Trillion Btu
200911,1521.299,Total Energy Consumed by the Residential Sector,Trillion Btu
200912,2315.363,Total Energy Consumed by the Residential Sector,Trillion Btu
201001,2680.719,Total Energy Consumed by the Residential Sector,Trillion Btu
201002,2241.482,Total Energy Consumed by the Residential Sector,Trillion Btu
201003,1880.266,Total Energy Consumed by the Residential Sector,Trillion Btu
201004,1342.932,Total Energy Consumed by the Residential Sector,Trillion Btu
201005,1381.735,Total Energy Consumed by the Residential Sector,Trillion Btu
201006,1655.405,Total Energy Consumed by the Residential Sector,Trillion Btu
201007,1885.344,Total Energy Consumed by the Residential Sector,Trillion Btu
201008,1851.846,Total Energy Consumed by the Residential Sector,Trillion Btu
201009,1490.89,Total Energy Consumed by the Residential Sector,Trillion Btu
201010,1325.645,Total Energy Consumed by the Residential Sector,Trillion Btu
201011,1590.587,Total Energy Consumed by the Residential Sector,Trillion Btu
201012,2467.147,Total Energy Consumed by the Residential Sector,Trillion Btu
201101,2660.074,Total Energy Consumed by the Residential Sector,Trillion Btu
201102,2148.233,Total Energy Consumed by the Residential Sector,Trillion Btu
201103,1847.86,Total Energy Consumed by the Residential Sector,Trillion Btu
201104,1446.257,Total Energy Consumed by the Residential Sector,Trillion Btu
