YYYYMM,Value,Description,Unit
197301,1313.816,Primary Energy Consumed by the Residential Sector,Trillion Btu
197302,1150.011,Primary Energy Consumed by the Residential Sector,Trillion Btu
197303,970.362,Primary Energy Consumed by the Residential Sector,Trillion Btu
197304,709.631,Primary Energy Consumed by the Residential Sector,Trillion Btu
197305,544.596,Primary Energy Consumed by the Residential Sector,Trillion Btu
197306,385.648,Primary Energy Consumed by the Residential Sector,Trillion Btu
197307,326.179,Primary Energy Consumed by the Residential Sector,Trillion Btu
197308,338.036,Primary Energy Consumed by the Residential Sector,Trillion Btu
197309,361.672,Primary Energy Consumed by the Residential Sector,Trillion Btu
197310,461.932,Primary Energy Consumed by the Residential Sector,Trillion Btu
197311,707.132,Primary Energy Consumed by the Residential Sector,Trillion Btu
197312,956.291,Primary Energy Consumed by the Residential Sector,Trillion Btu
197401,1212.515,Primary Energy Consumed by the Residential Sector,Trillion Btu
197402,1036.361,Primary Energy Consumed by the Residential Sector,Trillion Btu
197403,897.426,Primary Energy Consumed by the Residential Sector,Trillion Btu
197404,724.092,Primary Energy Consumed by the Residential Sector,Trillion Btu
197405,507.294,Primary Energy Consumed by the Residential Sector,Trillion Btu
197406,388.946,Primary Energy Consumed by the Residential Sector,Trillion Btu
197407,339.266,Primary Energy Consumed by the Residential Sector,Trillion Btu
197408,318.446,Primary Energy Consumed by the Residential Sector,Trillion Btu
197409,359.285,Primary Energy Consumed by the Residential Sector,Trillion Btu
197410,491.557,Primary Energy Consumed by the Residential Sector,Trillion Btu
197411,638.307,Primary Energy Consumed by the Residential Sector,Trillion Btu
197412,994.417,Primary Energy Consumed by the Residential Sector,Trillion Btu
197501,1125.159,Primary Energy Consumed by the Residential Sector,Trillion Btu
197502,1066.521,Primary Energy Consumed by the Residential Sector,Trillion Btu
197503,976.858,Primary Energy Consumed by the Residential Sector,Trillion Btu
197504,856.058,Primary Energy Consumed by the Residential Sector,Trillion Btu
197505,534.024,Primary Energy Consumed by the Residential Sector,Trillion Btu
197506,381.986,Primary Energy Consumed by the Residential Sector,Trillion Btu
197507,341.272,Primary Energy Consumed by the Residential Sector,Trillion Btu
197508,326.611,Primary Energy Consumed by the Residential Sector,Trillion Btu
197509,358.313,Primary Energy Consumed by the Residential Sector,Trillion Btu
197510,456.308,Primary Energy Consumed by the Residential Sector,Trillion Btu
197511,577.673,Primary Energy Consumed by the Residential Sector,Trillion Btu
197512,988.846,Primary Energy Consumed by the Residential Sector,Trillion Btu
197601,1277.212,Primary Energy Consumed by the Residential Sector,Trillion Btu
197602,1087.483,Primary Energy Consumed by the Residential Sector,Trillion Btu
197603,882.198,Primary Energy Consumed by the Residential Sector,Trillion Btu
197604,672.973,Primary Energy Consumed by the Residential Sector,Trillion Btu
197605,529.469,Primary Energy Consumed by the Residential Sector,Trillion Btu
197606,420.706,Primary Energy Consumed by the Residential Sector,Trillion Btu
197607,351.95,Primary Energy Consumed by the Residential Sector,Trillion Btu
197608,327.176,Primary Energy Consumed by the Residential Sector,Trillion Btu
197609,353.007,Primary Energy Consumed by the Residential Sector,Trillion Btu
197610,488.845,Primary Energy Consumed by the Residential Sector,Trillion Btu
197611,817.854,Primary Energy Consumed by the Residential Sector,Trillion Btu
197612,1182.262,Primary Energy Consumed by the Residential Sector,Trillion Btu
197701,1447.095,Primary Energy Consumed by the Residential Sector,Trillion Btu
197702,1229.291,Primary Energy Consumed by the Residential Sector,Trillion Btu
197703,857.068,Primary Energy Consumed by the Residential Sector,Trillion Btu
197704,631.735,Primary Energy Consumed by the Residential Sector,Trillion Btu
197705,473.686,Primary Energy Consumed by the Residential Sector,Trillion Btu
197706,384.297,Primary Energy Consumed by the Residential Sector,Trillion Btu
197707,337.28,Primary Energy Consumed by the Residential Sector,Trillion Btu
197708,331.138,Primary Energy Consumed by the Residential Sector,Trillion Btu
197709,346.875,Primary Energy Consumed by the Residential Sector,Trillion Btu
197710,476.104,Primary Energy Consumed by the Residential Sector,Trillion Btu
197711,643.115,Primary Energy Consumed by the Residential Sector,Trillion Btu
197712,1035.933,Primary Energy Consumed by the Residential Sector,Trillion Btu
197801,1205.053,Primary Energy Consumed by the Residential Sector,Trillion Btu
197802,1210.296,Primary Energy Consumed by the Residential Sector,Trillion Btu
197803,1021.338,Primary Energy Consumed by the Residential Sector,Trillion Btu
197804,670.843,Primary Energy Consumed by the Residential Sector,Trillion Btu
197805,541.681,Primary Energy Consumed by the Residential Sector,Trillion Btu
197806,391.921,Primary Energy Consumed by the Residential Sector,Trillion Btu
197807,343.489,Primary Energy Consumed by the Residential Sector,Trillion Btu
197808,354.94,Primary Energy Consumed by the Residential Sector,Trillion Btu
197809,366.276,Primary Energy Consumed by the Residential Sector,Trillion Btu
197810,480.489,Primary Energy Consumed by the Residential Sector,Trillion Btu
197811,670.532,Primary Energy Consumed by the Residential Sector,Trillion Btu
197812,1003.088,Primary Energy Consumed by the Residential Sector,Trillion Btu
197901,1243.537,Primary Energy Consumed by the Residential Sector,Trillion Btu
197902,1242.258,Primary Energy Consumed by the Residential Sector,Trillion Btu
197903,942.975,Primary Energy Consumed by the Residential Sector,Trillion Btu
197904,682.686,Primary Energy Consumed by the Residential Sector,Trillion Btu
197905,491.742,Primary Energy Consumed by the Residential Sector,Trillion Btu
197906,370.212,Primary Energy Consumed by the Residential Sector,Trillion Btu
197907,328.246,Primary Energy Consumed by the Residential Sector,Trillion Btu
197908,326.347,Primary Energy Consumed by the Residential Sector,Trillion Btu
197909,330.04,Primary Energy Consumed by the Residential Sector,Trillion Btu
197910,444.419,Primary Energy Consumed by the Residential Sector,Trillion Btu
197911,627.707,Primary Energy Consumed by the Residential Sector,Trillion Btu
197912,888.74,Primary Energy Consumed by the Residential Sector,Trillion Btu
198001,1051.683,Primary Energy Consumed by the Residential Sector,Trillion Btu
198002,1061.133,Primary Energy Consumed by the Residential Sector,Trillion Btu
198003,915.095,Primary Energy Consumed by the Residential Sector,Trillion Btu
198004,637.93,Primary Energy Consumed by the Residential Sector,Trillion Btu
198005,467.967,Primary Energy Consumed by the Residential Sector,Trillion Btu
198006,365.813,Primary Energy Consumed by the Residential Sector,Trillion Btu
198007,307.459,Primary Energy Consumed by the Residential Sector,Trillion Btu
198008,288.127,Primary Energy Consumed by the Residential Sector,Trillion Btu
198009,312.789,Primary Energy Consumed by the Residential Sector,Trillion Btu
198010,439.423,Primary Energy Consumed by the Residential Sector,Trillion Btu
198011,637.694,Primary Energy Consumed by the Residential Sector,Trillion Btu
198012,953.685,Primary Energy Consumed by the Residential Sector,Trillion Btu
198101,1174.827,Primary Energy Consumed by the Residential Sector,Trillion Btu
198102,991.369,Primary Energy Consumed by the Residential Sector,Trillion Btu
198103,787.885,Primary Energy Consumed by the Residential Sector,Trillion Btu
198104,537.055,Primary Energy Consumed by the Residential Sector,Trillion Btu
198105,429.705,Primary Energy Consumed by the Residential Sector,Trillion Btu
198106,328.956,Primary Energy Consumed by the Residential Sector,Trillion Btu
198107,293.769,Primary Energy Consumed by the Residential Sector,Trillion Btu
198108,286.7,Primary Energy Consumed by the Residential Sector,Trillion Btu
198109,298.618,Primary Energy Consumed by the Residential Sector,Trillion Btu
198110,456.553,Primary Energy Consumed by the Residential Sector,Trillion Btu
198111,593.227,Primary Energy Consumed by the Residential Sector,Trillion Btu
198112,865.253,Primary Energy Consumed by the Residential Sector,Trillion Btu
198201,1145.192,Primary Energy Consumed by the Residential Sector,Trillion Btu
198202,1010.225,Primary Energy Consumed by the Residential Sector,Trillion Btu
198203,843.13,Primary Energy Consumed by the Residential Sector,Trillion Btu
198204,681.212,Primary Energy Consumed by the Residential Sector,Trillion Btu
198205,426.786,Primary Energy Consumed by the Residential Sector,Trillion Btu
198206,332.526,Primary Energy Consumed by the Residential Sector,Trillion Btu
198207,297.513,Primary Energy Consumed by the Residential Sector,Trillion Btu
198208,288.456,Primary Energy Consumed by the Residential Sector,Trillion Btu
198209,335.39,Primary Energy Consumed by the Residential Sector,Trillion Btu
198210,410.105,Primary Energy Consumed by the Residential Sector,Trillion Btu
198211,563.214,Primary Energy Consumed by the Residential Sector,Trillion Btu
198212,812.927,Primary Energy Consumed by the Residential Sector,Trillion Btu
198301,1112.526,Primary Energy Consumed by the Residential Sector,Trillion Btu
198302,893.156,Primary Energy Consumed by the Residential Sector,Trillion Btu
198303,810.14,Primary Energy Consumed by the Residential Sector,Trillion Btu
198304,651.687,Primary Energy Consumed by the Residential Sector,Trillion Btu
198305,451.316,Primary Energy Consumed by the Residential Sector,Trillion Btu
198306,336.296,Primary Energy Consumed by the Residential Sector,Trillion Btu
198307,296.461,Primary Energy Consumed by the Residential Sector,Trillion Btu
198308,294.629,Primary Energy Consumed by the Residential Sector,Trillion Btu
198309,297.488,Primary Energy Consumed by the Residential Sector,Trillion Btu
198310,363.019,Primary Energy Consumed by the Residential Sector,Trillion Btu
198311,517.041,Primary Energy Consumed by the Residential Sector,Trillion Btu
198312,809.371,Primary Energy Consumed by the Residential Sector,Trillion Btu
198401,1200.03,Primary Energy Consumed by the Residential Sector,Trillion Btu
198402,935.095,Primary Energy Consumed by the Residential Sector,Trillion Btu
198403,865.955,Primary Energy Consumed by the Residential Sector,Trillion Btu
198404,677.707,Primary Energy Consumed by the Residential Sector,Trillion Btu
198405,484.98,Primary Energy Consumed by the Residential Sector,Trillion Btu
198406,348.43,Primary Energy Consumed by the Residential Sector,Trillion Btu
198407,311.54,Primary Energy Consumed by the Residential Sector,Trillion Btu
198408,312.346,Primary Energy Consumed by the Residential Sector,Trillion Btu
198409,322.161,Primary Energy Consumed by the Residential Sector,Trillion Btu
198410,384.254,Primary Energy Consumed by the Residential Sector,Trillion Btu
198411,548.468,Primary Energy Consumed by the Residential Sector,Trillion Btu
198412,820.949,Primary Energy Consumed by the Residential Sector,Trillion Btu
198501,1038.664,Primary Energy Consumed by the Residential Sector,Trillion Btu
198502,1105.351,Primary Energy Consumed by the Residential Sector,Trillion Btu
198503,809.187,Primary Energy Consumed by the Residential Sector,Trillion Btu
198504,599.29,Primary Energy Consumed by the Residential Sector,Trillion Btu
198505,402.673,Primary Energy Consumed by the Residential Sector,Trillion Btu
198506,339.028,Primary Energy Consumed by the Residential Sector,Trillion Btu
198507,315.682,Primary Energy Consumed by the Residential Sector,Trillion Btu
198508,315.269,Primary Energy Consumed by the Residential Sector,Trillion Btu
198509,324.773,Primary Energy Consumed by the Residential Sector,Trillion Btu
198510,414.072,Primary Energy Consumed by the Residential Sector,Trillion Btu
198511,537.897,Primary Energy Consumed by the Residential Sector,Trillion Btu
198512,950.331,Primary Energy Consumed by the Residential Sector,Trillion Btu
198601,1079.456,Primary Energy Consumed by the Residential Sector,Trillion Btu
198602,944.488,Primary Energy Consumed by the Residential Sector,Trillion Btu
198603,826.884,Primary Energy Consumed by the Residential Sector,Trillion Btu
198604,563.26,Primary Energy Consumed by the Residential Sector,Trillion Btu
198605,429.552,Primary Energy Consumed by the Residential Sector,Trillion Btu
198606,324.679,Primary Energy Consumed by the Residential Sector,Trillion Btu
198607,306.932,Primary Energy Consumed by the Residential Sector,Trillion Btu
198608,306.457,Primary Energy Consumed by the Residential Sector,Trillion Btu
198609,313.691,Primary Energy Consumed by the Residential Sector,Trillion Btu
198610,399.736,Primary Energy Consumed by the Residential Sector,Trillion Btu
198611,559.769,Primary Energy Consumed by the Residential Sector,Trillion Btu
198612,852.497,Primary Energy Consumed by the Residential Sector,Trillion Btu
198701,1012.932,Primary Energy Consumed by the Residential Sector,Trillion Btu
198702,925.746,Primary Energy Consumed by the Residential Sector,Trillion Btu
198703,818.442,Primary Energy Consumed by the Residential Sector,Trillion Btu
198704,603.744,Primary Energy Consumed by the Residential Sector,Trillion Btu
198705,410.234,Primary Energy Consumed by the Residential Sector,Trillion Btu
198706,326.908,Primary Energy Consumed by the Residential Sector,Trillion Btu
198707,314.036,Primary Energy Consumed by the Residential Sector,Trillion Btu
198708,297.592,Primary Energy Consumed by the Residential Sector,Trillion Btu
198709,321.32,Primary Energy Consumed by the Residential Sector,Trillion Btu
198710,452.286,Primary Energy Consumed by the Residential Sector,Trillion Btu
198711,582.158,Primary Energy Consumed by the Residential Sector,Trillion Btu
198712,858.959,Primary Energy Consumed by the Residential Sector,Trillion Btu
198801,1149.208,Primary Energy Consumed by the Residential Sector,Trillion Btu
198802,1021.545,Primary Energy Consumed by the Residential Sector,Trillion Btu
198803,854.493,Primary Energy Consumed by the Residential Sector,Trillion Btu
198804,605.016,Primary Energy Consumed by the Residential Sector,Trillion Btu
198805,455.883,Primary Energy Consumed by the Residential Sector,Trillion Btu
198806,333.438,Primary Energy Consumed by the Residential Sector,Trillion Btu
198807,319.541,Primary Energy Consumed by the Residential Sector,Trillion Btu
198808,316.005,Primary Energy Consumed by the Residential Sector,Trillion Btu
198809,325.603,Primary Energy Consumed by the Residential Sector,Trillion Btu
198810,452.908,Primary Energy Consumed by the Residential Sector,Trillion Btu
198811,622.158,Primary Energy Consumed by the Residential Sector,Trillion Btu
198812,901.408,Primary Energy Consumed by the Residential Sector,Trillion Btu
198901,1035.835,Primary Energy Consumed by the Residential Sector,Trillion Btu
198902,993.387,Primary Energy Consumed by the Residential Sector,Trillion Btu
198903,909.774,Primary Energy Consumed by the Residential Sector,Trillion Btu
198904,629.471,Primary Energy Consumed by the Residential Sector,Trillion Btu
198905,458.244,Primary Energy Consumed by the Residential Sector,Trillion Btu
198906,353.698,Primary Energy Consumed by the Residential Sector,Trillion Btu
198907,321.45,Primary Energy Consumed by the Residential Sector,Trillion Btu
198908,331.343,Primary Energy Consumed by the Residential Sector,Trillion Btu
198909,346.948,Primary Energy Consumed by the Residential Sector,Trillion Btu
198910,454.027,Primary Energy Consumed by the Residential Sector,Trillion Btu
198911,643.427,Primary Energy Consumed by the Residential Sector,Trillion Btu
198912,1094.369,Primary Energy Consumed by the Residential Sector,Trillion Btu
199001,998.242,Primary Energy Consumed by the Residential Sector,Trillion Btu
199002,833.535,Primary Energy Consumed by the Residential Sector,Trillion Btu
199003,739.796,Primary Energy Consumed by the Residential Sector,Trillion Btu
199004,572.502,Primary Energy Consumed by the Residential Sector,Trillion Btu
199005,411.281,Primary Energy Consumed by the Residential Sector,Trillion Btu
199006,317.722,Primary Energy Consumed by the Residential Sector,Trillion Btu
199007,288.175,Primary Energy Consumed by the Residential Sector,Trillion Btu
199008,295.425,Primary Energy Consumed by the Residential Sector,Trillion Btu
199009,301.791,Primary Energy Consumed by the Residential Sector,Trillion Btu
199010,394.7,Primary Energy Consumed by the Residential Sector,Trillion Btu
199011,560.225,Primary Energy Consumed by the Residential Sector,Trillion Btu
199012,839.803,Primary Energy Consumed by the Residential Sector,Trillion Btu
199101,1081.775,Primary Energy Consumed by the Residential Sector,Trillion Btu
199102,856.738,Primary Energy Consumed by the Residential Sector,Trillion Btu
199103,765.787,Primary Energy Consumed by the Residential Sector,Trillion Btu
199104,543.492,Primary Energy Consumed by the Residential Sector,Trillion Btu
199105,391.816,Primary Energy Consumed by the Residential Sector,Trillion Btu
199106,306.699,Primary Energy Consumed by the Residential Sector,Trillion Btu
199107,292.759,Primary Energy Consumed by the Residential Sector,Trillion Btu
199108,283.728,Primary Energy Consumed by the Residential Sector,Trillion Btu
199109,297.23,Primary Energy Consumed by the Residential Sector,Trillion Btu
199110,401.937,Primary Energy Consumed by the Residential Sector,Trillion Btu
199111,647.916,Primary Energy Consumed by the Residential Sector,Trillion Btu
199112,877.209,Primary Energy Consumed by the Residential Sector,Trillion Btu
199201,1021.268,Primary Energy Consumed by the Residential Sector,Trillion Btu
199202,903.382,Primary Energy Consumed by the Residential Sector,Trillion Btu
199203,776.563,Primary Energy Consumed by the Residential Sector,Trillion Btu
199204,611.751,Primary Energy Consumed by the Residential Sector,Trillion Btu
199205,414.974,Primary Energy Consumed by the Residential Sector,Trillion Btu
199206,323.69,Primary Energy Consumed by the Residential Sector,Trillion Btu
199207,297.171,Primary Energy Consumed by the Residential Sector,Trillion Btu
199208,282.438,Primary Energy Consumed by the Residential Sector,Trillion Btu
199209,316.615,Primary Energy Consumed by the Residential Sector,Trillion Btu
199210,423.276,Primary Energy Consumed by the Residential Sector,Trillion Btu
199211,630.259,Primary Energy Consumed by the Residential Sector,Trillion Btu
199212,948.548,Primary Energy Consumed by the Residential Sector,Trillion Btu
199301,1049.161,Primary Energy Consumed by the Residential Sector,Trillion Btu
199302,974.792,Primary Energy Consumed by the Residential Sector,Trillion Btu
199303,920.057,Primary Energy Consumed by the Residential Sector,Trillion Btu
199304,629.379,Primary Energy Consumed by the Residential Sector,Trillion Btu
199305,395.202,Primary Energy Consumed by the Residential Sector,Trillion Btu
199306,323.172,Primary Energy Consumed by the Residential Sector,Trillion Btu
199307,295.444,Primary Energy Consumed by the Residential Sector,Trillion Btu
199308,292.198,Primary Energy Consumed by the Residential Sector,Trillion Btu
199309,305.207,Primary Energy Consumed by the Residential Sector,Trillion Btu
199310,407.855,Primary Energy Consumed by the Residential Sector,Trillion Btu
199311,633.136,Primary Energy Consumed by the Residential Sector,Trillion Btu
199312,915.18,Primary Energy Consumed by the Residential Sector,Trillion Btu
199401,1190.852,Primary Energy Consumed by the Residential Sector,Trillion Btu
199402,1051.467,Primary Energy Consumed by the Residential Sector,Trillion Btu
199403,827.057,Primary Energy Consumed by the Residential Sector,Trillion Btu
199404,553.874,Primary Energy Consumed by the Residential Sector,Trillion Btu
199405,403.17,Primary Energy Consumed by the Residential Sector,Trillion Btu
199406,302.71,Primary Energy Consumed by the Residential Sector,Trillion Btu
199407,275.669,Primary Energy Consumed by the Residential Sector,Trillion Btu
199408,280.327,Primary Energy Consumed by the Residential Sector,Trillion Btu
199409,285.83,Primary Energy Consumed by the Residential Sector,Trillion Btu
199410,389.676,Primary Energy Consumed by the Residential Sector,Trillion Btu
199411,566.447,Primary Energy Consumed by the Residential Sector,Trillion Btu
199412,850.003,Primary Energy Consumed by the Residential Sector,Trillion Btu
199501,1028.891,Primary Energy Consumed by the Residential Sector,Trillion Btu
199502,960.21,Primary Energy Consumed by the Residential Sector,Trillion Btu
199503,787.365,Primary Energy Consumed by the Residential Sector,Trillion Btu
199504,589.658,Primary Energy Consumed by the Residential Sector,Trillion Btu
199505,415.827,Primary Energy Consumed by the Residential Sector,Trillion Btu
199506,306.989,Primary Energy Consumed by the Residential Sector,Trillion Btu
199507,271.293,Primary Energy Consumed by the Residential Sector,Trillion Btu
199508,260.806,Primary Energy Consumed by the Residential Sector,Trillion Btu
199509,281.91,Primary Energy Consumed by the Residential Sector,Trillion Btu
199510,375.286,Primary Energy Consumed by the Residential Sector,Trillion Btu
199511,673.313,Primary Energy Consumed by the Residential Sector,Trillion Btu
199512,982.898,Primary Energy Consumed by the Residential Sector,Trillion Btu
199601,1172.45,Primary Energy Consumed by the Residential Sector,Trillion Btu
199602,1057.035,Primary Energy Consumed by the Residential Sector,Trillion Btu
199603,912.159,Primary Energy Consumed by the Residential Sector,Trillion Btu
199604,647.999,Primary Energy Consumed by the Residential Sector,Trillion Btu
199605,430.91,Primary Energy Consumed by the Residential Sector,Trillion Btu
199606,314.877,Primary Energy Consumed by the Residential Sector,Trillion Btu
199607,273.128,Primary Energy Consumed by the Residential Sector,Trillion Btu
199608,271.785,Primary Energy Consumed by the Residential Sector,Trillion Btu
199609,294.056,Primary Energy Consumed by the Residential Sector,Trillion Btu
199610,419.64,Primary Energy Consumed by the Residential Sector,Trillion Btu
199611,709.203,Primary Energy Consumed by the Residential Sector,Trillion Btu
199612,961.326,Primary Energy Consumed by the Residential Sector,Trillion Btu
199701,1140.688,Primary Energy Consumed by the Residential Sector,Trillion Btu
199702,952.42,Primary Energy Consumed by the Residential Sector,Trillion Btu
199703,788.591,Primary Energy Consumed by the Residential Sector,Trillion Btu
199704,599.112,Primary Energy Consumed by the Residential Sector,Trillion Btu
199705,431.927,Primary Energy Consumed by the Residential Sector,Trillion Btu
199706,307.741,Primary Energy Consumed by the Residential Sector,Trillion Btu
199707,272.8,Primary Energy Consumed by the Residential Sector,Trillion Btu
199708,266.344,Primary Energy Consumed by the Residential Sector,Trillion Btu
199709,278.238,Primary Energy Consumed by the Residential Sector,Trillion Btu
199710,390.461,Primary Energy Consumed by the Residential Sector,Trillion Btu
199711,665.055,Primary Energy Consumed by the Residential Sector,Trillion Btu
199712,937.324,Primary Energy Consumed by the Residential Sector,Trillion Btu
199801,1013.548,Primary Energy Consumed by the Residential Sector,Trillion Btu
199802,867.119,Primary Energy Consumed by the Residential Sector,Trillion Btu
199803,832.571,Primary Energy Consumed by the Residential Sector,Trillion Btu
199804,557.547,Primary Energy Consumed by the Residential Sector,Trillion Btu
199805,370.479,Primary Energy Consumed by the Residential Sector,Trillion Btu
199806,290.691,Primary Energy Consumed by the Residential Sector,Trillion Btu
199807,266.17,Primary Energy Consumed by the Residential Sector,Trillion Btu
199808,255.129,Primary Energy Consumed by the Residential Sector,Trillion Btu
199809,247.526,Primary Energy Consumed by the Residential Sector,Trillion Btu
199810,354.731,Primary Energy Consumed by the Residential Sector,Trillion Btu
199811,552.326,Primary Energy Consumed by the Residential Sector,Trillion Btu
199812,803.191,Primary Energy Consumed by the Residential Sector,Trillion Btu
199901,1134.478,Primary Energy Consumed by the Residential Sector,Trillion Btu
199902,885.88,Primary Energy Consumed by the Residential Sector,Trillion Btu
199903,867.057,Primary Energy Consumed by the Residential Sector,Trillion Btu
199904,577.405,Primary Energy Consumed by the Residential Sector,Trillion Btu
199905,379.616,Primary Energy Consumed by the Residential Sector,Trillion Btu
199906,301.293,Primary Energy Consumed by the Residential Sector,Trillion Btu
199907,269.886,Primary Energy Consumed by the Residential Sector,Trillion Btu
199908,264.026,Primary Energy Consumed by the Residential Sector,Trillion Btu
199909,281.889,Primary Energy Consumed by the Residential Sector,Trillion Btu
199910,398.085,Primary Energy Consumed by the Residential Sector,Trillion Btu
199911,542.056,Primary Energy Consumed by the Residential Sector,Trillion Btu
199912,870.941,Primary Energy Consumed by the Residential Sector,Trillion Btu
200001,1098.095,Primary Energy Consumed by the Residential Sector,Trillion Btu
200002,985.175,Primary Energy Consumed by the Residential Sector,Trillion Btu
200003,740.199,Primary Energy Consumed by the Residential Sector,Trillion Btu
200004,564.463,Primary Energy Consumed by the Residential Sector,Trillion Btu
200005,382.12,Primary Energy Consumed by the Residential Sector,Trillion Btu
200006,299.545,Primary Energy Consumed by the Residential Sector,Trillion Btu
200007,272.387,Primary Energy Consumed by the Residential Sector,Trillion Btu
200008,286.165,Primary Energy Consumed by the Residential Sector,Trillion Btu
200009,297.206,Primary Energy Consumed by the Residential Sector,Trillion Btu
200010,409.346,Primary Energy Consumed by the Residential Sector,Trillion Btu
200011,664.003,Primary Energy Consumed by the Residential Sector,Trillion Btu
200012,1157.586,Primary Energy Consumed by the Residential Sector,Trillion Btu
200101,1218.395,Primary Energy Consumed by the Residential Sector,Trillion Btu
200102,980.663,Primary Energy Consumed by the Residential Sector,Trillion Btu
200103,887.173,Primary Energy Consumed by the Residential Sector,Trillion Btu
200104,572.001,Primary Energy Consumed by the Residential Sector,Trillion Btu
200105,354.199,Primary Energy Consumed by the Residential Sector,Trillion Btu
200106,289.887,Primary Energy Consumed by the Residential Sector,Trillion Btu
200107,275.799,Primary Energy Consumed by the Residential Sector,Trillion Btu
200108,269.558,Primary Energy Consumed by the Residential Sector,Trillion Btu
200109,272.446,Primary Energy Consumed by the Residential Sector,Trillion Btu
200110,400.724,Primary Energy Consumed by the Residential Sector,Trillion Btu
200111,532.982,Primary Energy Consumed by the Residential Sector,Trillion Btu
200112,811.002,Primary Energy Consumed by the Residential Sector,Trillion Btu
200201,1030.448,Primary Energy Consumed by the Residential Sector,Trillion Btu
200202,902.623,Primary Energy Consumed by the Residential Sector,Trillion Btu
200203,849.593,Primary Energy Consumed by the Residential Sector,Trillion Btu
200204,564.095,Primary Energy Consumed by the Residential Sector,Trillion Btu
200205,403.708,Primary Energy Consumed by the Residential Sector,Trillion Btu
200206,298.147,Primary Energy Consumed by the Residential Sector,Trillion Btu
200207,267.945,Primary Energy Consumed by the Residential Sector,Trillion Btu
200208,261.25,Primary Energy Consumed by the Residential Sector,Trillion Btu
200209,267.933,Primary Energy Consumed by the Residential Sector,Trillion Btu
200210,416.967,Primary Energy Consumed by the Residential Sector,Trillion Btu
200211,657.761,Primary Energy Consumed by the Residential Sector,Trillion Btu
200212,987.068,Primary Energy Consumed by the Residential Sector,Trillion Btu
200301,1205.679,Primary Energy Consumed by the Residential Sector,Trillion Btu
200302,1101.784,Primary Energy Consumed by the Residential Sector,Trillion Btu
200303,877.734,Primary Energy Consumed by the Residential Sector,Trillion Btu
200304,582.222,Primary Energy Consumed by the Residential Sector,Trillion Btu
200305,398.63,Primary Energy Consumed by the Residential Sector,Trillion Btu
200306,298.104,Primary Energy Consumed by the Residential Sector,Trillion Btu
200307,274.527,Primary Energy Consumed by the Residential Sector,Trillion Btu
200308,267.023,Primary Energy Consumed by the Residential Sector,Trillion Btu
200309,290.618,Primary Energy Consumed by the Residential Sector,Trillion Btu
200310,400.84,Primary Energy Consumed by the Residential Sector,Trillion Btu
200311,581.25,Primary Energy Consumed by the Residential Sector,Trillion Btu
200312,955.312,Primary Energy Consumed by the Residential Sector,Trillion Btu
200401,1203.173,Primary Energy Consumed by the Residential Sector,Trillion Btu
200402,1069.55,Primary Energy Consumed by the Residential Sector,Trillion Btu
200403,778.861,Primary Energy Consumed by the Residential Sector,Trillion Btu
200404,546.497,Primary Energy Consumed by the Residential Sector,Trillion Btu
200405,361.178,Primary Energy Consumed by the Residential Sector,Trillion Btu
200406,290.228,Primary Energy Consumed by the Residential Sector,Trillion Btu
200407,272.178,Primary Energy Consumed by the Residential Sector,Trillion Btu
200408,272.875,Primary Energy Consumed by the Residential Sector,Trillion Btu
200409,269.709,Primary Energy Consumed by the Residential Sector,Trillion Btu
200410,380.407,Primary Energy Consumed by the Residential Sector,Trillion Btu
200411,580.695,Primary Energy Consumed by the Residential Sector,Trillion Btu
200412,961.565,Primary Energy Consumed by the Residential Sector,Trillion Btu
200501,1124.979,Primary Energy Consumed by the Residential Sector,Trillion Btu
200502,959.854,Primary Energy Consumed by the Residential Sector,Trillion Btu
200503,876.745,Primary Energy Consumed by the Residential Sector,Trillion Btu
200504,539.999,Primary Energy Consumed by the Residential Sector,Trillion Btu
200505,400.637,Primary Energy Consumed by the Residential Sector,Trillion Btu
200506,303.903,Primary Energy Consumed by the Residential Sector,Trillion Btu
200507,275.123,Primary Energy Consumed by the Residential Sector,Trillion Btu
200508,272.873,Primary Energy Consumed by the Residential Sector,Trillion Btu
200509,259.679,Primary Energy Consumed by the Residential Sector,Trillion Btu
200510,356.944,Primary Energy Consumed by the Residential Sector,Trillion Btu
200511,549.834,Primary Energy Consumed by the Residential Sector,Trillion Btu
200512,981.564,Primary Energy Consumed by the Residential Sector,Trillion Btu
200601,899.165,Primary Energy Consumed by the Residential Sector,Trillion Btu
200602,891.228,Primary Energy Consumed by the Residential Sector,Trillion Btu
200603,808.076,Primary Energy Consumed by the Residential Sector,Trillion Btu
200604,499.437,Primary Energy Consumed by the Residential Sector,Trillion Btu
200605,339.358,Primary Energy Consumed by the Residential Sector,Trillion Btu
200606,265.823,Primary Energy Consumed by the Residential Sector,Trillion Btu
200607,242.659,Primary Energy Consumed by the Residential Sector,Trillion Btu
200608,236.565,Primary Energy Consumed by the Residential Sector,Trillion Btu
200609,250.635,Primary Energy Consumed by the Residential Sector,Trillion Btu
200610,374.785,Primary Energy Consumed by the Residential Sector,Trillion Btu
200611,555.191,Primary Energy Consumed by the Residential Sector,Trillion Btu
200612,792.124,Primary Energy Consumed by the Residential Sector,Trillion Btu
200701,994.624,Primary Energy Consumed by the Residential Sector,Trillion Btu
