YYYYMM,Value,Description,Unit
198611,46.194,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198612,66.323,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198701,64.23,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198702,57.114,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198703,58.599,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198704,45.401,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198705,46.379,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198706,78.229,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198707,79.441,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198708,82.344,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198709,70.933,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198710,58.104,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198711,65.425,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198712,76.889,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198801,91.493,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198802,82.293,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198803,89.832,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198804,68.986,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198805,38.89,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198806,80.642,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198807,82.193,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198808,96.023,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198809,78.313,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198810,75.019,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198811,75.64,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198812,76.661,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198901,2408.295,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198902,2240.783,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198903,2552.216,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198904,2186.853,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198905,1600.914,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198906,1925.734,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198907,2043.404,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198908,2485.638,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198909,2244.888,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198910,2390.325,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198911,2540.017,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
198912,2617.599,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199001,2896.531,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199002,2927.803,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199003,3055.942,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199004,2880.474,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199005,2207.304,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199006,1450.112,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199007,2461.534,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199008,3104.637,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199009,3034.345,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199010,2818.893,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199011,2555.912,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199012,3128.402,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199101,3809.142,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199102,2355.738,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199103,2241.628,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199104,1661.777,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199105,1975.049,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199106,2207.644,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199107,2168.64,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199108,3252.085,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199109,3860.625,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199110,3316.047,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199111,3111.313,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199112,3765.671,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199201,3914.646,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199202,2776.58,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199203,2354.783,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199204,2233.63,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199205,1427.616,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199206,2694.44,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199207,3101.474,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199208,3663.035,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199209,3270.9,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199210,3741.686,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199211,3862.213,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199212,3487.659,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199301,3793.371,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199302,3383.151,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199303,3495.66,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199304,2827.753,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199305,1746.329,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199306,1871.602,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199307,2259.675,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199308,3859.811,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199309,3427.191,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199310,3511.72,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199311,3771.985,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199312,3675.157,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199401,4725.823,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199402,3338.052,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199403,3363.752,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199404,2906.123,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199405,1702.614,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199406,2184.95,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199407,3735.55,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199408,3114.001,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199409,2845.446,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199410,3550.346,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199411,3327.088,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199412,3143.619,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199501,2583.262,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199502,2009.659,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199503,2591.337,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199504,3196.259,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199505,2399.732,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199506,2213.492,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199507,3967.812,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199508,4131.674,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199509,3356.834,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199510,3793.337,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199511,3234.788,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199512,3042.895,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199601,3353.357,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199602,2290.232,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199603,2855.809,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199604,1689.402,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199605,2331.974,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199606,2950.78,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199607,3504.264,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199608,4048.13,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199609,3053.269,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199610,4033.749,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199611,3825.691,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199612,2863.653,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199701,3618.223,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199702,2516.003,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199703,2869.299,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199704,2904.384,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199705,3124.838,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199706,2451.681,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199707,2992.046,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199708,3215.398,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199709,2992.895,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199710,4149.441,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199711,3271.923,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199712,2842.311,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199801,3964.038,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199802,2539.567,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199803,2924.417,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199804,2947.403,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199805,3116.387,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199806,1618.008,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199807,3060.514,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199808,3254.707,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199809,3174.13,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199810,3530.69,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199811,2765.586,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199812,3442.939,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199901,3774.353,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199902,2635.994,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199903,2101.248,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199904,3086.823,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199905,4080.301,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199906,2823.05,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199907,3581.451,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199908,3411.936,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199909,3042.048,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199910,2498.423,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199911,3324.716,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
199912,2680.39,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200001,2343.487,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200002,3143.72,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200003,3297.273,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200004,3127.404,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200005,2978.414,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200006,2600.356,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200007,3177.157,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200008,3267.807,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200009,2955.604,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200010,3581.407,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200011,3501.598,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200012,3620.64,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200101,3191.212,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200102,2697.151,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200103,2852.54,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200104,2821.007,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200105,2739.933,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200106,2891.025,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200107,3053.179,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200108,3178.69,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200109,2874.169,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200110,3046.466,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200111,2879.107,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200112,2975.426,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200201,3255.322,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200202,2843.961,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200203,2960.789,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200204,3196.346,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200205,3161.186,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200206,3395.489,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200207,3440.226,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200208,3369.114,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200209,3312.989,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200210,3345.97,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200211,3161.171,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200212,3222.474,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200301,3269.296,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200302,2904.744,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200303,3080.075,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200304,3035.914,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200305,2928.286,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200306,3027.764,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200307,3361.135,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200308,3309.866,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200309,3079.381,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200310,3138.89,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200311,3118.975,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200312,3274.77,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200401,3317.861,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200402,3019.538,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200403,3124.117,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200404,3091.004,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200405,2989.193,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200406,3082.529,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200407,3416.472,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200408,3317.351,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200409,3119.416,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200410,3263.623,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200411,3074.165,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200412,3301.615,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200501,3333.076,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200502,3055.295,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200503,3287.717,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200504,3035.547,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200505,3100.697,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200506,3173.505,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200507,3417.445,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200508,3420.414,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200509,3258.783,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200510,3245.61,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200511,3189.85,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200512,3338.477,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200601,3421.613,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200602,3051.36,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200603,3201.388,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200604,2980.116,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200605,3039.296,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200606,3133.77,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200607,3444.309,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200608,3477.913,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200609,3260.169,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200610,3212.569,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200611,3181.931,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200612,3357.661,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200701,3536.108,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200702,3015.127,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200703,3105.695,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200704,3055.239,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200705,3081.027,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200706,3213.441,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200707,3433.635,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200708,3426.035,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200709,3289.762,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200710,3245.601,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200711,3273.318,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200712,3339.037,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200801,3337.739,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200802,3010.026,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200803,3123.216,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200804,2929.938,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200805,2926.978,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200806,3114.106,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200807,3326.752,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200808,3342.45,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200809,3059.171,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200810,3063.953,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200811,3077.395,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200812,2988.131,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200901,3030.141,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200902,2822.827,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200903,2918.935,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200904,2664.371,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200905,2734.677,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200906,2997.452,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200907,3227.118,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200908,3355.135,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200909,3060.667,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200910,3032.086,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200911,3048.911,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
200912,3157.818,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201001,3126.163,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201002,2894.564,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201003,3090.278,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201004,2932.095,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201005,2892.948,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201006,3093.706,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201007,3308.174,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201008,3318.726,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201009,3157.071,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201010,3002.77,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201011,3080.205,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201012,3275.46,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201101,3289.926,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201102,2937.029,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201103,3080.551,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201104,2797.961,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201105,2794.342,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201106,3230.061,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201107,3361.934,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201108,3383.756,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201109,3178.464,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201110,2953.911,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201111,3087.888,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201112,3353.243,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201201,3313.682,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201202,3111.455,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201203,3033.985,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201204,2703.907,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201205,2937.316,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201206,3081.189,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201207,3351.847,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201208,3370.279,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201209,3227.466,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201210,3112.879,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201211,3190.3,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201212,3364.827,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201301,3399.749,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201302,3083.028,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201303,3299.772,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201304,2863.139,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201305,3173.934,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201306,3330.231,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201307,3536.197,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201308,3634.034,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201309,3353.389,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201310,3340.975,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201311,3407.005,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201312,3606.085,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201401,3626.348,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201402,3264.603,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201403,3609.094,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201404,3230.046,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201405,3289.759,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201406,3622.271,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201407,3807.424,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201408,3761.241,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201409,3462.226,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201410,3422.229,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201411,3507.919,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201412,3736.565,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201501,3716.868,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201502,3371.942,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201503,3456.839,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201504,3246.405,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201505,3337.808,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201506,3496.103,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201507,3806.479,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201508,3788.241,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201509,3450.341,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201510,3252.216,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201511,3417.873,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201512,3587.391,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201601,3600.264,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201602,3406.39,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201603,3402.833,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201604,2967.005,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201605,3187.128,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201606,3413.563,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201607,3657.698,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201608,3722.236,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
201609,3407.358,"Electricity Net Generation From Wood, All Sectors",Million Kilowatthours
