YYYYMM,Value,Description,Unit
201511,901.669,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201512,1109.818,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201601,1194.85,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201602,1061.558,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201603,1197.353,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201604,1132.001,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201605,1053.317,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201606,1043.219,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201607,1076.852,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201608,1063.922,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201609,1020.329,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201610,913.244,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201611,1013.326,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201612,1037.462,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201701,1045.635,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201702,976.75,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201703,1059.953,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201704,1001.299,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201705,1054.656,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201706,992.033,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201707,1047.663,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201708,1133.928,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201709,1060.255,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201710,999.142,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201711,1001.376,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201712,1096.278,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201801,996.013,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201802,991.468,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201803,1063.398,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201804,944.144,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201805,1008.113,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201806,1009.536,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201807,1102.301,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201808,1223.562,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
201809,1000.735,"Electricity Net Generation From Other Gases, All Sectors",Million Kilowatthours
197301,6246.251,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197302,5928.069,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197303,6649.007,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197304,5876.392,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197305,5696.657,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197306,6784.152,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197307,6960.486,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197308,7785.326,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197309,7862.383,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197310,7518.195,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197311,8142.033,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197312,8030.511,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197401,7602.79,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197402,8115.522,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197403,8777.497,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197404,7128.892,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197405,6562.335,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197406,7079.595,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197407,10209.908,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197408,12333.452,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197409,11009.752,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197410,10863.505,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197411,11004.327,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197412,13288.168,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197501,13938.354,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197502,12733.338,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197503,14881.784,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197504,13327.245,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197505,13763.765,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197506,12743.82,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197507,15372.216,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197508,15879.687,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197509,14396.011,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197510,14626.168,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197511,14164.018,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197512,16678.669,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197601,16098.884,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197602,14377.127,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197603,13992.977,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197604,10981.808,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197605,11929.39,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197606,15757.435,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197607,17708.727,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197608,18362.58,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197609,17290.311,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197610,17355.218,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197611,16134.204,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197612,21114.871,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197701,22152.064,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197702,19600.518,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197703,20672.203,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197704,19866.564,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197705,20599.284,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197706,21517.301,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197707,21824.835,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197708,22749.668,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197709,19629.992,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197710,19041.045,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197711,19458.412,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197712,23771.398,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197801,25832.949,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197802,21832.5,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197803,22448.665,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197804,17579.902,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197805,20416.17,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197806,22185.187,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197807,25007.094,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197808,25599.306,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197809,22188.917,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197810,22996.549,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197811,24900.669,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197812,25415.16,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197901,27792.163,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197902,25910.788,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197903,24334.822,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197904,18417.942,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197905,15024.851,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197906,16065.455,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197907,20824.729,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197908,24204.083,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197909,21803.87,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197910,20934.359,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197911,19255.175,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
197912,20586.386,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198001,19745.966,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198002,19277.338,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198003,20038.872,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198004,18793.503,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198005,18384.807,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198006,18322.206,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198007,21023.937,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198008,24332.931,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198009,23572.294,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198010,24509.631,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198011,20983.909,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198012,22130.182,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198101,23778.769,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198102,21595.261,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198103,22004.399,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198104,20646.019,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198105,19723.09,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198106,21165.626,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198107,23079.647,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198108,26946.387,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198109,24398.455,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198110,20555.822,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198111,22783.424,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198112,25996.603,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198201,25677.834,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198202,20187.619,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198203,22755.478,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198204,21784.661,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198205,21638.768,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198206,24026.011,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198207,25467.06,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198208,24986.071,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198209,25390.532,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198210,23247.7,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198211,23235.022,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198212,24376.491,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198301,25073.059,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198302,22197.767,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198303,23890.193,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198304,22334.793,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198305,22050.937,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198306,24151.858,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198307,25602.084,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198308,26201.317,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198309,25007.372,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198310,25796.805,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198311,25010.113,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198312,26360.821,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198401,29313.313,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198402,28435.519,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198403,27344.704,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198404,24231.118,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198405,25866.506,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198406,25299.389,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198407,28284.305,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198408,29493.032,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198409,29145.7,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198410,24773.645,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198411,24574.563,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198412,30871.754,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198501,36186.298,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198502,30812.422,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198503,31041.225,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198504,26458.274,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198505,28697.365,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198506,30836.969,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198507,35184.214,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198508,34812.142,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198509,34507.709,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198510,31205.154,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198511,30166.489,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198512,33782.468,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198601,36218.874,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198602,32721.017,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198603,30773.127,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198604,30476.66,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198605,31924.086,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198606,31333.867,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198607,35893.532,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198608,37483.147,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198609,36592.616,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198610,36213.556,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198611,34944.105,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198612,39463.476,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198701,39974.825,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198702,36598.257,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198703,37290.006,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198704,33517.74,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198705,34320.408,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198706,36560.089,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198707,40055.583,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198708,41352.353,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198709,39665.826,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198710,36491.544,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198711,37437.67,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198712,42006.081,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198801,44658.45,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198802,42246.023,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198803,43912.016,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198804,40066.609,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198805,40650.384,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198806,44079.082,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198807,49828.437,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198808,49035.279,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198809,46270.481,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198810,42591.127,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198811,39583.296,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198812,44051.863,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198901,46327.876,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198902,38724.747,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198903,39636.347,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198904,33494.851,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198905,38338.755,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198906,42976.005,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198907,52331.024,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198908,54947.688,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198909,44836.739,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198910,43557.735,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198911,43399.433,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
198912,50783.516,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199001,55119.378,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199002,49962.644,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199003,46087.114,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199004,38516.014,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199005,42945.119,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199006,46332.308,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199007,53644.726,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199008,55758.133,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199009,48484.924,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199010,43395.118,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199011,45034.367,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199012,51581.833,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199101,54368.993,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199102,47862.642,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199103,49121.188,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199104,41631.054,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199105,46754.597,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199106,54208.487,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199107,60734.6,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199108,58472.648,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199109,51873.616,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199110,47652.637,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199111,46295.177,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199112,53589.448,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199201,57848.681,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199202,52803.662,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199203,45835.381,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199204,42267.583,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199205,45627.313,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199206,51185.047,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199207,56048.753,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199208,58655.626,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199209,50919.47,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199210,48783.96,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199211,50725.542,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199212,58075.245,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199301,59076.169,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199302,51319.099,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199303,46605.706,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199304,43198.624,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199305,50366.855,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199306,52620.167,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199307,56502.161,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199308,56208.868,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199309,49988.643,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199310,44434.321,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199311,46862.472,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199312,53108.129,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199401,56846.753,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199402,49821.381,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199403,48969.479,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199404,43192.096,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199405,48525.043,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199406,51751.052,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199407,59122.618,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199408,60104.031,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199409,55628.189,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199410,50702.568,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199411,55279.658,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199412,60496.964,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199501,63341.706,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199502,51858.111,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199503,51879.92,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199504,49320.883,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199505,54386.954,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199506,56380.848,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199507,62037.146,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
199508,61660.819,"Electricity Net Generation From Nuclear Electric Power, All Sectors",Million Kilowatthours
